"","Neighbourhood","Accommodates","Bathrooms","Bedrooms","Beds","Price","Square.Feet","Guests.Included","Extra.People","Review.Scores.Rating","Latitude","Longitude"
"3854","Sol",4,1,1,2,85,NA,2,10,98,40.4192557829037,-3.70062949411832
"3855","Sol",4,1,1,2,70,NA,2,10,92,40.4161537309951,-3.70262300032933
"3856","Sol",6,2,2,4,150,NA,4,15,NA,40.4192351523071,-3.70023968737596
"3857","Guindalera",5,2,3,4,120,NA,1,0,98,40.4351849279384,-3.66573605835545
"3858","Guindalera",6,2,3,5,150,NA,6,20,100,40.437546854047,-3.67220086346196
"3859","Guindalera",6,2,2,3,85,NA,2,10,89,40.4350724761616,-3.67198079895987
"3860","Lista",4,3,2,2,100,NA,1,0,NA,40.429627290218,-3.67447991690843
"3861","Lista",5,2,2,4,150,NA,4,15,NA,40.4300076586813,-3.67540270014953
"3862","Castellana",8,2,3,4,101,NA,1,20,96,40.4347589469191,-3.68404543430596
"3863","Castellana",4,1,1,2,57,NA,2,10,85,40.4370525883352,-3.68187311182484
"3864","Castellana",3,1,1,2,70,NA,2,20,100,40.4293464898828,-3.68525660324837
"3865","Castellana",7,3,4,6,360,NA,1,0,100,40.4300756500936,-3.68502545361632
"3866","Castellana",7,3.5,4,7,350,NA,1,0,90,40.4310915401012,-3.68322882707628
"3867","Castellana",3,1,2,2,180,NA,1,0,NA,40.4368238702526,-3.68540002182912
"3868","Prosperidad",3,1,1,2,50,NA,2,10,95,40.4436865021513,-3.66943119752948
"3869","Acacias",4,1,2,3,60,NA,1,0,92,40.4060426760754,-3.7102951880154
"3870","Acacias",4,1,2,2,74,NA,3,15,100,40.3980109357762,-3.7027245895308
"3871","Delicias",6,2,3,4,91,NA,4,25,100,40.3934725559709,-3.69154442839799
"3872","Palos do Moguer",3,1,1,2,74,NA,3,28,69,40.404289121543,-3.69405354512004
"3873","El Tréntaiseis",5,2,2,5,105,0,2,10,93,40.4143301309284,-3.67387916822533
"3874","Recoletos",4,1,2,2,160,NA,2,0,100,40.4258942726327,-3.68295994073852
"3875","Recoletos",4,1,2,2,150,NA,1,0,NA,40.4240867608718,-3.68444330723064
"3876","Recoletos",4,1,1,1,90,NA,2,25,92,40.4208151357932,-3.69115463614215
"3877","Recoletos",2,1.5,1,1,115,NA,2,0,85,40.421549163604,-3.68400994828503
"3878","Recoletos",4,2,2,4,198,NA,2,50,96,40.4268760860462,-3.68519975397781
"3879","Goya",7,2,3,4,150,NA,1,0,NA,40.4275660441644,-3.67756549680588
"3880","Goya",6,2,3,5,175,NA,4,0,89,40.424599470524,-3.67126049820558
"3881","Goya",4,1,2,2,90,NA,1,0,98,40.4271876481654,-3.67032244826261
"3882","Goya",3,1,1,2,115,NA,2,24,NA,40.425573010416,-3.67941027581905
"3883","Fuente del Berro",7,1,3,4,94,NA,6,15,98,40.4257220676149,-3.66101167739175
"3884","Adelfas",3,1,2,2,35,NA,1,0,98,40.3994287675718,-3.66965457400687
"3885","Adelfas",6,2,3,4,141,NA,1,0,90,40.4027335638729,-3.66959972620257
"3886","Adelfas",4,2,2,2,76,80,4,15,75,40.4060605788085,-3.66889837390164
"3887","Adelfas",2,1,1,2,50,NA,2,0,100,40.401056975979,-3.67369831949643
"3888","Ibiza",6,1,2,4,110,NA,2,10,80,40.4215358350206,-3.67889172664228
"3889","Ibiza",5,2,3,4,121,NA,4,30,96,40.4196962238303,-3.67357216874309
"3890","Ibiza",6,1,2,4,75,NA,2,12,96,40.4205599603756,-3.67234298260567
"3891","Cortes",2,1,1,1,47,NA,1,0,84,40.4144378343808,-3.69318891758412
"3892","Jerónimos",6,2,3,4,285,NA,1,0,NA,40.4139188556762,-3.69021339397314
"3893","Jerónimos",4,2,2,2,285,NA,1,0,100,40.4070214687716,-3.68395578169207
"3894","Chamberí",2,1,1,1,49,646,1,0,91,40.4311636194519,-3.71286926521841
